,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built
6213,20150319T000000,299950,2.0,1.0,890,5200,1.0,0,0,6,890,0,1941
6214,20150323T000000,1028000,3.0,3.0,2800,5800,1.0,0,0,9,1580,1220,1953
6215,20140514T000000,364000,4.0,1.75,2010,8625,1.0,0,0,7,1340,670,1957
6216,20140729T000000,335000,3.0,1.0,1380,7470,1.0,0,0,7,1380,0,1965
6217,20141209T000000,219950,3.0,1.0,1210,8000,1.0,0,0,6,1210,0,1954
6218,20150113T000000,215000,3.0,2.0,1280,6994,1.0,0,0,7,1280,0,1991
6219,20150511T000000,640000,4.0,2.5,4090,215186,2.0,0,0,8,3670,420,1979
6220,20140630T000000,535000,3.0,1.0,1580,6300,1.0,0,0,7,1180,400,1925
6221,20140819T000000,253000,4.0,2.0,1910,7826,1.0,0,0,7,1140,770,1973
6222,20140530T000000,650000,2.0,2.5,1740,2500,2.0,0,2,8,1210,530,1994
6223,20150408T000000,672000,3.0,2.25,1130,4445,1.5,0,0,8,1130,0,1930
6224,20141007T000000,606000,3.0,1.75,1970,8540,1.0,0,3,8,1130,840,1950
6225,20150305T000000,292000,3.0,2.25,1780,9720,1.0,0,0,8,1280,500,1981
6226,20140604T000000,289950,3.0,2.0,1670,7757,1.0,0,0,8,1670,0,1992
6227,20140722T000000,257500,4.0,1.5,1360,9323,1.0,0,0,7,1360,0,1968
6228,20141104T000000,380000,3.0,2.5,1840,6985,1.0,0,0,7,1290,550,1971
6229,20141222T000000,360000,3.0,1.75,1255,1113,3.0,0,0,8,1255,0,2010
6230,20140623T000000,269500,3.0,1.75,1840,7412,1.0,0,0,7,1240,600,1976
6231,20140630T000000,449000,4.0,2.5,2960,6031,2.0,0,0,9,2960,0,2005
6232,20141003T000000,375000,4.0,1.5,1430,7232,1.5,0,0,7,1430,0,1948
6233,20140619T000000,2200000,5.0,4.75,5990,10450,2.0,1,4,11,4050,1940,2002
6234,20140519T000000,810000,4.0,2.5,3480,59242,2.0,0,0,11,3480,0,1988
6235,20140918T000000,994000,5.0,3.25,4260,7861,2.0,0,0,10,4260,0,2005
6236,20150225T000000,275000,5.0,2.25,1820,10500,1.0,0,0,7,1080,740,1979
6237,20150429T000000,300000,2.0,1.0,1290,2482,2.0,0,0,7,1290,0,2008
6238,20150414T000000,380000,5.0,2.5,2130,8428,2.0,0,0,7,2130,0,2013
6239,20150302T000000,200000,3.0,2.0,1170,10051,1.0,0,0,7,1170,0,1957
6240,20140902T000000,635000,3.0,3.5,1730,1349,3.0,0,0,9,1350,380,2009
6241,20141106T000000,280000,2.0,1.0,880,5750,1.0,0,0,6,880,0,1939
6242,20140625T000000,574000,3.0,2.5,2380,6832,2.0,0,0,8,2380,0,2002
6243,20150204T000000,1050000,4.0,1.0,1330,9729,1.0,0,0,6,1330,0,1952
6244,20140508T000000,545000,3.0,2.25,1780,191228,2.0,0,2,8,1780,0,1988
6245,20150327T000000,271950,3.0,1.5,1220,8400,1.0,0,0,7,1220,0,1962
6246,20140716T000000,630000,5.0,1.75,2490,24969,1.0,0,2,8,1540,950,1959
6247,20140819T000000,400000,2.0,1.0,1180,10800,1.0,0,0,7,1180,0,1984
6248,20140910T000000,334000,4.0,2.5,2310,6200,2.0,0,0,8,2310,0,1998
6249,20141222T000000,332500,4.0,2.0,1440,4855,2.0,0,0,7,1440,0,1972
6250,20140923T000000,525000,2.0,1.5,1620,1444,2.0,0,0,9,1080,540,2007
6251,20150224T000000,408000,3.0,2.5,2620,8403,2.0,0,0,8,2620,0,1991
6252,20150427T000000,846450,4.0,2.5,3710,7491,2.0,0,0,9,3710,0,2003
6253,20141020T000000,411100,3.0,1.5,1040,10323,1.0,0,0,7,1040,0,1958
6254,20140709T000000,409124,5.0,3.25,3320,11340,2.0,0,0,8,2480,840,1999
6255,20140707T000000,335950,2.0,1.5,800,5192,1.0,0,0,7,800,0,1951
6256,20150331T000000,480000,5.0,2.5,2040,9597,1.0,0,0,7,1240,800,1963
6257,20141224T000000,280000,2.0,1.75,1960,30144,1.0,0,0,7,980,980,1957
6258,20140721T000000,668000,4.0,2.5,2670,4410,2.0,0,0,8,2670,0,1999
6259,20150427T000000,750000,4.0,2.5,2930,8641,2.0,0,0,8,2930,0,2010
6260,20140514T000000,394475,2.0,1.0,830,4000,1.0,0,0,6,830,0,1955
6261,20150326T000000,848000,5.0,1.75,2290,4320,2.0,0,0,7,1980,310,1928
6262,20140924T000000,675000,3.0,1.5,2510,3600,2.5,0,0,8,2510,0,1907
6263,20141106T000000,175000,3.0,1.0,1280,7572,1.0,0,0,6,1280,0,1958
6264,20141106T000000,560000,4.0,1.5,1810,6000,1.0,0,1,8,1350,460,1952
6265,20140531T000000,538888,5.0,2.75,2080,13189,2.0,0,0,8,2080,0,1987
6266,20140908T000000,359000,4.0,1.75,1680,9244,2.0,0,0,8,1680,0,1991
6267,20140701T000000,300000,3.0,2.25,1660,5128,2.0,0,0,7,1660,0,2001
6268,20140917T000000,273000,3.0,2.5,1650,5994,2.0,0,0,7,1650,0,1989
6269,20140710T000000,670000,3.0,2.5,1420,1438,2.0,0,0,9,1280,140,2003
6270,20141118T000000,530000,4.0,2.25,2240,8376,1.0,0,0,8,1740,500,1984
6271,20140711T000000,625000,3.0,1.5,1230,3060,1.0,0,0,7,910,320,1927
6272,20150505T000000,248000,3.0,1.0,1260,6000,1.0,0,0,6,1260,0,1954
6273,20140819T000000,533000,3.0,2.5,2060,4812,2.0,0,0,8,2060,0,1990
6274,20141211T000000,549950,4.0,3.5,3090,10510,1.0,0,0,8,2190,900,1991
6275,20141014T000000,485000,4.0,1.75,3220,7392,1.0,0,0,8,2010,1210,1959
6276,20150506T000000,353500,3.0,2.5,2020,4845,2.0,0,0,7,2020,0,2001
6277,20140915T000000,435000,2.0,1.75,1910,12142,1.0,0,0,9,1910,0,1976
6278,20141104T000000,241000,3.0,1.0,1150,10000,1.0,0,0,6,1000,150,1951
6279,20140519T000000,885000,4.0,2.75,2730,3560,1.5,0,0,8,1550,1180,1921
6280,20140513T000000,799200,6.0,3.0,2890,2370,2.5,0,0,7,2290,600,1906
6281,20150114T000000,760000,3.0,2.5,2280,12746,1.0,0,0,8,1490,790,1973
6282,20141113T000000,270000,2.0,1.0,1040,5700,1.0,0,0,6,1040,0,1922
6283,20150217T000000,675000,4.0,1.75,2440,7475,1.0,0,0,9,2040,400,1969
6284,20141222T000000,499000,3.0,2.5,1720,5940,1.0,0,0,8,1000,720,1977
6285,20140714T000000,1202500,3.0,2.5,3430,28718,1.5,0,0,10,3430,0,1984
6286,20140627T000000,320000,4.0,2.5,2570,4865,2.0,0,0,8,2570,0,2005
6287,20150505T000000,890000,4.0,3.25,4360,210254,1.0,0,0,10,2320,2040,2000
6288,20140822T000000,275000,4.0,2.75,2060,7350,1.0,0,0,7,1210,850,1978
6289,20140610T000000,490000,4.0,2.5,3020,8302,2.0,0,0,10,3020,0,1994
6290,20140725T000000,550000,3.0,2.5,2340,4200,1.5,0,0,7,1540,800,1906
6291,20150507T000000,390000,5.0,2.0,2400,9537,1.0,0,0,7,1210,1190,1959
6292,20141020T000000,277000,3.0,2.25,1610,11920,1.0,0,0,7,1110,500,1968
6293,20150317T000000,236000,3.0,1.75,1090,7647,1.0,0,0,7,1090,0,1994
6294,20150304T000000,265953,3.0,1.75,1470,13068,1.0,0,0,7,1470,0,1975
6295,20150302T000000,545000,3.0,2.25,1670,6240,1.0,0,0,8,1240,430,1974
6296,20140506T000000,535000,3.0,2.5,1850,10109,2.0,0,0,8,1850,0,1991
6297,20141007T000000,1450000,3.0,2.75,3940,9671,1.0,0,4,9,2140,1800,1967
6298,20140630T000000,490000,4.0,3.0,2330,3497,2.0,0,0,9,1920,410,2003
6299,20150408T000000,319950,4.0,2.5,2020,7200,1.5,0,0,6,2020,0,1954
6300,20140704T000000,625000,3.0,1.5,1300,7200,1.0,0,0,7,1300,0,1960
6301,20150220T000000,248000,3.0,1.0,1180,6947,1.0,0,0,7,1180,0,1968
6302,20150421T000000,475000,3.0,1.75,1320,7840,1.0,0,0,8,1320,0,1966
6303,20140619T000000,410000,6.0,2.75,2520,9324,1.0,0,0,7,1320,1200,1962
6304,20140505T000000,670000,3.0,2.5,1680,2000,3.0,0,0,9,1680,0,1909
6305,20150331T000000,430000,3.0,2.5,2000,35438,2.0,0,0,7,2000,0,1968
6306,20141028T000000,313000,2.0,1.0,1180,4900,1.0,0,0,6,1180,0,1954
6307,20140714T000000,950000,3.0,3.25,3330,15093,2.5,0,0,9,3330,0,1988
6308,20140527T000000,751750,2.0,2.0,1880,5400,1.5,0,0,8,1880,0,1902
6309,20140909T000000,760000,4.0,2.5,2990,5280,2.0,0,0,9,2210,780,2003
6310,20150128T000000,310650,3.0,1.75,1510,12408,1.0,0,0,7,1510,0,1969
6311,20140502T000000,367500,4.0,3.0,3110,7231,2.0,0,0,8,3110,0,1997
6312,20140804T000000,580000,4.0,2.5,2150,5000,2.0,0,0,8,2150,0,2001
6313,20140702T000000,580000,3.0,2.25,1900,3960,1.5,0,0,8,1200,700,1905
6314,20140602T000000,665000,4.0,2.5,2720,10000,2.0,0,0,10,2720,0,1987
6315,20141105T000000,239950,3.0,2.25,1560,8280,2.0,0,0,7,1560,0,1979
6316,20140813T000000,470000,4.0,2.5,1990,30083,2.0,0,0,8,1990,0,1998
6317,20140815T000000,733000,3.0,1.75,1740,3060,1.0,0,0,8,950,790,1930
6318,20150130T000000,250000,4.0,2.0,2130,8400,1.0,0,0,7,1350,780,1962
6319,20140908T000000,402000,4.0,1.75,1510,9176,1.0,0,0,7,1510,0,1957
6320,20140611T000000,295000,5.0,3.5,2100,5107,2.0,0,0,7,1410,690,1999
6321,20141016T000000,355000,5.0,2.5,2344,8000,1.0,0,0,8,1560,784,1976
6322,20140909T000000,289000,3.0,1.5,1970,22486,1.0,0,0,6,1970,0,1968
6323,20141112T000000,376000,3.0,2.25,1470,9140,2.0,0,2,7,1470,0,1982
6324,20140627T000000,212700,2.0,1.0,940,5040,1.0,0,0,7,940,0,1926
6325,20140527T000000,325000,3.0,1.75,1780,13095,1.0,0,0,9,1780,0,1983
6326,20140811T000000,415000,4.0,2.5,2230,5743,2.0,0,0,7,2230,0,2002
6327,20150402T000000,935000,3.0,2.5,3570,15151,1.0,0,0,8,2400,1170,1981
6328,20150116T000000,372000,3.0,2.5,1920,15260,2.0,0,0,7,1920,0,1990
6329,20141021T000000,240000,3.0,1.5,1290,8366,1.0,0,0,7,1020,270,1957
6330,20140915T000000,334950,3.0,1.75,1880,16262,1.0,0,0,7,1880,0,1980
6331,20150430T000000,426500,4.0,2.5,2960,4640,2.0,0,0,9,2960,0,2005
6332,20150224T000000,430000,2.0,1.75,1840,14874,1.0,0,2,8,1300,540,1952
6333,20141211T000000,400000,3.0,1.5,1890,6183,1.0,0,0,7,1090,800,1967
6334,20150428T000000,455850,3.0,2.25,1820,6000,1.0,0,0,7,1120,700,1964
6335,20140602T000000,1965220,4.0,3.5,4370,8510,2.0,0,1,10,3610,760,2003
6336,20140604T000000,400000,3.0,1.75,1530,10731,1.0,0,0,7,1530,0,1986
6337,20140808T000000,397500,3.0,1.0,1030,10480,1.0,0,0,7,1030,0,1954
6338,20141211T000000,755000,3.0,2.5,2000,1950,3.0,0,0,8,2000,0,2005
6339,20140709T000000,287000,5.0,1.5,1730,9230,1.0,0,0,7,1010,720,1962
6340,20140716T000000,480000,4.0,2.5,3620,16000,2.0,0,0,9,3620,0,1976
6341,20150416T000000,490000,3.0,2.5,2040,9622,2.0,0,0,8,2040,0,1995
6342,20140618T000000,365000,3.0,2.5,2640,6715,2.0,0,0,8,1680,960,1991
6343,20150224T000000,260000,3.0,2.5,1600,2244,2.0,0,0,7,1600,0,2005
6344,20150414T000000,505000,4.0,1.0,1480,12675,1.5,0,0,7,1480,0,1929
6345,20140627T000000,260000,2.0,1.0,700,4800,1.0,0,0,7,700,0,1922
6346,20150106T000000,430000,2.0,1.0,700,4800,1.0,0,0,7,700,0,1922
6347,20140724T000000,905000,4.0,2.5,3520,12193,2.0,0,0,10,3520,0,1993
6348,20141203T000000,440000,3.0,2.0,1650,6408,2.0,0,0,8,1650,0,1977
6349,20140913T000000,439500,4.0,1.0,1360,5500,1.5,0,0,7,1360,0,1950
6350,20150127T000000,270000,3.0,2.0,1350,6696,1.0,0,0,6,680,670,1944
6351,20150429T000000,306500,3.0,2.5,1970,6291,2.0,0,0,7,1970,0,1998
6352,20141019T000000,380000,3.0,2.0,1470,1656,2.0,0,0,8,1310,160,2003
6353,20140722T000000,215000,4.0,1.75,1610,9652,1.0,0,0,7,1610,0,1969
6354,20150206T000000,299900,2.0,1.0,810,6150,1.0,0,0,7,810,0,1950
6355,20150327T000000,1450000,4.0,3.5,2820,7809,2.0,0,0,10,2820,0,1995
6356,20140513T000000,239950,3.0,1.0,1900,33888,1.5,0,0,5,1900,0,1942
6357,20140623T000000,494000,4.0,2.5,1830,7345,1.0,0,0,8,1540,290,1973
6358,20150105T000000,317500,4.0,1.5,1730,7700,1.0,0,0,7,1010,720,1963
6359,20150303T000000,670000,4.0,2.5,2110,7291,2.0,0,0,7,2110,0,1977
6360,20140820T000000,650000,3.0,2.5,3060,7831,2.0,0,2,9,3060,0,2004
6361,20150320T000000,852000,4.0,2.5,2620,7328,2.0,0,0,8,2620,0,1983
6362,20140617T000000,250000,2.0,1.5,1088,1360,2.0,0,0,7,1088,0,1983
6363,20141210T000000,264950,3.0,1.5,1400,10853,1.0,0,0,7,1400,0,1964
6364,20140925T000000,582500,2.0,2.0,1540,6804,1.0,0,0,7,1020,520,1942
6365,20150311T000000,384000,3.0,2.5,1540,1564,2.0,0,0,7,1300,240,1998
6366,20141028T000000,817000,3.0,1.5,2310,3360,1.5,0,0,8,1790,520,1926
6367,20141201T000000,320000,4.0,1.75,1730,9520,1.0,0,0,7,1730,0,1971
6368,20140630T000000,445800,4.0,2.25,2070,39446,1.0,0,0,8,1470,600,1977
6369,20150307T000000,263300,2.0,1.0,900,4500,1.0,0,0,7,900,0,1951
6370,20150128T000000,215000,3.0,1.0,860,6635,1.0,0,0,6,860,0,1952
6371,20141115T000000,842500,5.0,4.0,2980,4500,1.5,0,0,7,2070,910,1921
6372,20150411T000000,850000,5.0,4.0,2980,4500,1.5,0,0,7,2070,910,1921
6373,20141001T000000,386000,5.0,2.5,2740,12413,2.0,0,0,7,2740,0,1990
6374,20141209T000000,251100,4.0,2.5,1790,5257,2.0,0,0,7,1790,0,1996
6375,20141126T000000,435000,3.0,1.75,1750,16748,1.0,0,0,7,1330,420,1978
6376,20140922T000000,870000,4.0,4.0,3610,12811,2.0,0,0,10,3610,0,2000
6377,20150206T000000,800000,6.0,1.0,1430,20620,2.0,0,0,7,1430,0,1954
6378,20140714T000000,555000,3.0,1.75,1570,15500,1.0,0,0,7,1570,0,1968
6379,20140723T000000,280000,2.0,1.0,2280,37500,2.0,0,0,7,2280,0,1932
6380,20150317T000000,356000,3.0,1.0,940,2366,1.0,0,0,6,940,0,1916
6381,20141203T000000,675000,4.0,2.5,2920,6000,2.0,0,4,9,2920,0,2004
6382,20141226T000000,605000,4.0,2.25,2260,11900,2.0,0,0,9,2260,0,1976
6383,20140625T000000,690500,5.0,2.0,2000,4211,1.5,0,2,7,1280,720,1908
6384,20140619T000000,437000,2.0,1.75,1440,4225,1.0,0,0,8,1440,0,2005
6385,20140710T000000,850000,5.0,2.0,2310,13430,1.5,0,0,8,2310,0,1966
6386,20140612T000000,350000,4.0,2.25,2300,4600,1.5,0,0,7,1340,960,1904
6387,20140622T000000,480000,2.0,2.25,1490,6770,1.5,0,0,8,1490,0,1926
6388,20140723T000000,379500,3.0,2.25,1830,25641,2.0,0,0,8,1830,0,1989
6389,20140924T000000,600000,5.0,4.5,4440,9784,2.0,0,0,10,4440,0,2012
6390,20150330T000000,1436000,4.0,3.5,4970,16582,2.0,0,3,11,3930,1040,1992
6391,20141218T000000,303000,2.0,1.5,1000,1075,2.0,0,0,7,840,160,2007
6392,20150206T000000,800000,4.0,2.5,4940,10037,1.0,0,4,9,3450,1490,1953
6393,20140724T000000,549000,2.0,2.0,1980,6000,1.5,0,0,7,1220,760,1906
6394,20141126T000000,324950,3.0,2.5,1560,9600,1.0,0,0,7,1210,350,1964
6395,20140926T000000,170000,2.0,1.0,870,6537,1.0,0,0,6,870,0,1948
6396,20140715T000000,178000,3.0,1.0,840,6500,1.0,0,0,6,840,0,1969
6397,20150421T000000,144000,3.0,1.0,1250,8314,1.0,0,0,6,1250,0,1958
6398,20150317T000000,1580000,4.0,2.75,3120,20031,1.0,0,2,9,1980,1140,1954
6399,20150427T000000,258000,2.0,1.0,750,7000,1.0,0,0,6,750,0,1932
6400,20141016T000000,345000,3.0,1.75,710,5050,1.0,0,0,6,710,0,1950
6401,20140610T000000,470000,3.0,1.75,2290,14800,1.0,0,0,8,1620,670,1965
6402,20150313T000000,2903000,5.0,2.5,3750,91681,2.0,1,4,10,3750,0,1925
6403,20140521T000000,350000,3.0,1.5,980,7790,1.0,0,0,7,980,0,1969
6404,20140626T000000,225500,2.0,1.75,1590,11276,1.0,0,0,7,1590,0,1972
6405,20150224T000000,473000,2.0,1.0,940,4000,1.0,0,0,6,720,220,1942
6406,20150226T000000,279000,3.0,1.75,1750,9623,1.0,0,0,7,1150,600,1962
6407,20150414T000000,470000,3.0,1.0,1460,8227,1.0,0,0,6,880,580,1948
6408,20140820T000000,565000,3.0,1.75,1540,4800,1.0,0,0,6,770,770,1925
6409,20150422T000000,695000,3.0,2.0,2560,6800,1.0,0,1,8,1380,1180,1952
6410,20140711T000000,315000,3.0,1.75,1660,37642,1.0,0,0,7,1660,0,1991
6411,20150304T000000,529000,3.0,2.5,1880,4499,2.0,0,0,8,1880,0,1993
6412,20150126T000000,750000,5.0,3.75,3500,101494,1.5,0,0,8,3500,0,1967
6413,20141029T000000,481500,3.0,2.25,1840,10500,2.0,0,0,7,1840,0,1993
6414,20150327T000000,211000,3.0,2.0,1060,7412,1.0,0,0,7,1060,0,1987
6415,20150410T000000,455000,3.0,2.25,1790,7500,1.0,0,0,7,1390,400,1973
6416,20141103T000000,238950,2.0,1.0,810,4838,1.0,0,0,5,810,0,1938
6417,20140918T000000,722500,4.0,3.5,2600,5100,2.0,0,0,8,1820,780,2003
6418,20140730T000000,795000,4.0,2.5,3230,19193,1.0,0,3,8,2000,1230,1973
6419,20150507T000000,327500,4.0,2.25,2240,9600,2.0,0,0,8,2240,0,1971
6420,20150323T000000,585000,4.0,3.0,3400,5100,2.0,0,0,9,3400,0,2006
6421,20140613T000000,775000,4.0,2.0,3140,10875,1.0,0,1,7,1940,1200,1939
6422,20141024T000000,645000,4.0,2.5,2780,4200,2.0,0,0,8,2780,0,2001
6423,20150105T000000,445000,4.0,2.75,2320,12368,1.0,0,0,8,1670,650,1968
6424,20140502T000000,257950,3.0,1.75,1370,5858,1.0,0,0,7,1370,0,1987
6425,20150324T000000,375000,5.0,1.75,2230,7560,1.0,0,0,7,1230,1000,1959
6426,20140709T000000,245000,3.0,2.5,1610,7223,2.0,0,0,7,1610,0,1994
6427,20140811T000000,725000,3.0,2.5,3410,41022,2.0,0,0,11,3410,0,1990
6428,20150304T000000,702000,4.0,2.5,2810,4922,2.0,0,0,9,2810,0,2005
6429,20140818T000000,330000,3.0,1.75,1850,14986,2.0,0,0,6,1850,0,1943
6430,20150416T000000,940000,3.0,1.5,1790,4800,1.5,0,0,8,1790,0,1912
6431,20150305T000000,354500,3.0,1.0,1150,11396,1.5,0,0,7,1150,0,1950
6432,20150222T000000,279950,4.0,2.75,2420,8700,1.5,0,0,7,2420,0,1914
6433,20150507T000000,284000,3.0,2.25,1580,7034,1.0,0,0,7,1180,400,1989
6434,20141013T000000,480000,5.0,2.0,1760,21562,1.0,0,1,8,1560,200,1959
6435,20150408T000000,647500,5.0,2.0,1760,21562,1.0,0,1,8,1560,200,1959
6436,20150406T000000,625000,3.0,2.5,2750,35000,2.0,0,0,9,2750,0,1993
6437,20140710T000000,152000,3.0,1.0,920,4875,1.0,0,0,7,920,0,1978
6438,20150127T000000,322000,3.0,1.0,960,10181,1.0,0,0,7,960,0,1961
6439,20140731T000000,445000,3.0,1.75,1120,4000,1.0,0,0,7,870,250,1916
6440,20140730T000000,595000,3.0,1.0,1560,3960,1.5,0,0,7,1560,0,1907
6441,20150513T000000,165000,3.0,1.0,1380,7334,1.0,0,0,7,980,400,1981
6442,20140610T000000,278500,4.0,2.5,1940,6206,2.0,0,0,7,1940,0,1990
6443,20150313T000000,517500,3.0,1.75,1810,10625,1.0,0,0,8,1370,440,1973
6444,20140618T000000,343566,2.0,1.0,1100,4200,1.0,0,0,7,1100,0,1954
6445,20141105T000000,286285,4.0,2.25,1980,9714,1.0,0,0,7,1170,810,1977
6446,20150206T000000,474905,4.0,1.5,1340,6200,1.0,0,0,6,1340,0,1959
6447,20140714T000000,550000,3.0,1.75,1680,4800,1.0,0,0,7,1400,280,1960
6448,20150129T000000,286000,4.0,2.5,2060,16000,2.0,0,0,6,2060,0,1993
6449,20140808T000000,900000,3.0,3.25,2620,7215,1.0,0,0,8,1770,850,1980
6450,20140820T000000,449950,3.0,2.25,1610,5159,2.0,0,0,7,1610,0,1985
6451,20140612T000000,259000,4.0,1.5,1490,7560,2.0,0,0,7,1490,0,1966
6452,20141202T000000,340000,3.0,2.25,1900,8125,1.0,0,0,7,1540,360,1969
6453,20150415T000000,785000,4.0,2.5,3440,56192,2.0,0,0,9,3440,0,1994
6454,20140509T000000,490000,2.0,1.0,1840,3300,1.5,0,0,6,1130,710,1910
6455,20140527T000000,344950,4.0,2.0,2330,6250,1.0,0,0,7,1400,930,1941
6456,20140827T000000,950000,3.0,2.0,2250,2975,2.0,0,0,9,1880,370,1905
6457,20140709T000000,810000,4.0,1.75,2000,3988,1.0,0,4,7,1000,1000,1958
6458,20150309T000000,998160,2.0,2.5,3010,16050,1.0,0,3,9,1260,1750,1976
6459,20141210T000000,377000,3.0,1.75,1680,7389,1.0,0,0,8,1150,530,1979
6460,20140826T000000,595000,3.0,2.0,1530,6773,1.0,0,0,8,1530,0,1984
6461,20140818T000000,313300,2.0,1.0,970,4800,1.0,0,0,6,970,0,1911
6462,20140725T000000,360000,5.0,1.75,1550,5225,1.5,0,0,7,1550,0,1941
6463,20150323T000000,188000,3.0,1.75,1660,7350,1.0,0,0,8,1660,0,1979
6464,20140912T000000,755000,3.0,2.5,3680,203860,1.5,0,0,9,3680,0,1994
6465,20140910T000000,1289000,5.0,3.5,3210,4060,2.0,0,2,10,2290,920,1917
6466,20140714T000000,455000,3.0,1.0,1480,13280,2.5,0,0,6,1480,0,1940
6467,20141009T000000,817500,5.0,3.5,3600,9312,2.0,0,3,10,2680,920,2005
6468,20140922T000000,550000,3.0,2.25,1700,1481,3.0,0,0,8,1700,0,2002
6469,20150505T000000,260000,3.0,1.75,1680,8725,1.0,0,0,8,1240,440,1978
6470,20140626T000000,320000,3.0,2.0,1550,34175,1.5,0,0,7,1550,0,1999
6471,20140916T000000,1153000,3.0,3.25,3780,10623,1.0,0,1,11,2650,1130,1999
6472,20150420T000000,362000,4.0,2.5,2360,7370,1.0,0,0,7,1460,900,1985
6473,20150423T000000,503500,3.0,2.5,1810,1750,2.0,0,0,7,1350,460,1997
6474,20140602T000000,653000,3.0,2.5,2290,3475,2.0,0,0,9,2290,0,2006
6475,20140604T000000,760000,4.0,2.75,3370,12447,2.0,0,0,10,3370,0,1991
6476,20141125T000000,775000,4.0,1.75,2090,5050,1.0,0,0,7,1090,1000,1916
6477,20141021T000000,1339000,4.0,3.75,2130,34689,1.5,1,4,9,2130,0,1955
6478,20150224T000000,417500,5.0,1.75,2060,10911,1.0,0,0,7,1360,700,1954
6479,20140711T000000,525000,3.0,1.5,1560,9350,1.0,0,0,7,1220,340,1969
6480,20150414T000000,217000,2.0,1.0,730,2400,1.0,0,1,4,730,0,1934
6481,20140709T000000,525000,4.0,2.75,2910,6308,1.0,0,0,8,1640,1270,1985
6482,20150324T000000,442500,4.0,2.25,2490,8700,1.0,0,0,7,1890,600,1976
6483,20140709T000000,525000,4.0,1.75,1710,10440,1.0,0,0,7,1710,0,1955
6484,20150225T000000,425500,4.0,1.75,1520,10630,1.0,0,0,7,1520,0,1967
6485,20140815T000000,710000,3.0,2.75,2930,218235,2.0,0,2,8,2930,0,1990
6486,20141114T000000,545000,4.0,3.0,3160,10948,1.0,0,3,8,1930,1230,1991
6487,20150212T000000,410000,5.0,2.75,2910,16410,1.5,0,0,8,2910,0,1967
6488,20150422T000000,245000,3.0,2.25,1700,8100,1.0,0,0,7,1200,500,1980
6489,20140711T000000,194900,2.0,1.0,810,6697,1.0,0,0,6,810,0,1923
6490,20140506T000000,284000,4.0,2.5,2000,5390,2.0,0,0,7,2000,0,2003
6491,20140819T000000,280000,2.0,1.75,1894,52769,1.5,0,0,6,1520,374,1936
6492,20141002T000000,280000,3.0,1.75,2080,87991,1.0,0,0,6,1040,1040,1970
6493,20140512T000000,360000,4.0,2.0,1730,5500,1.0,0,0,7,1010,720,1943
6494,20140905T000000,405000,2.0,1.0,720,4323,1.0,0,0,6,720,0,1942
6495,20150414T000000,865000,4.0,2.5,3560,13981,2.0,0,0,10,3560,0,2000
6496,20140610T000000,483300,4.0,2.0,1210,11100,1.0,0,0,7,1210,0,1955
6497,20150318T000000,355000,4.0,2.5,2130,9268,2.0,0,0,8,2130,0,1985
6498,20150430T000000,274950,3.0,2.25,1570,8767,1.0,0,0,7,1180,390,1990
6499,20141205T000000,1925000,3.0,4.5,3950,6134,2.0,0,3,11,2880,1070,1998
6500,20141231T000000,755000,3.0,3.25,3450,15586,2.0,0,0,11,2690,760,1989
6501,20150209T000000,1940000,4.0,5.75,7220,223462,2.0,0,4,12,6220,1000,2000
6502,20140616T000000,309212,3.0,1.75,1150,9600,1.0,0,0,7,1150,0,1979
6503,20140604T000000,219950,3.0,2.25,1500,7615,1.0,0,0,7,1150,350,1984
6504,20140723T000000,690000,3.0,2.5,1300,5150,1.5,0,0,7,1300,0,1920
6505,20141005T000000,250800,3.0,1.75,1290,4000,1.0,0,0,6,1170,120,1943
6506,20150325T000000,557500,3.0,2.0,2510,35255,1.0,0,2,9,2510,0,1994
6507,20140624T000000,941000,4.0,1.75,2320,3825,1.5,0,0,8,1820,500,1926
6508,20150421T000000,3650000,6.0,4.75,5480,19401,1.5,1,4,11,3910,1570,1936
6509,20150422T000000,305000,4.0,2.75,2030,8600,1.0,0,0,7,1230,800,1977
6510,20140729T000000,815000,4.0,1.5,2060,16110,1.0,0,0,8,2060,0,1949
6511,20140512T000000,1015000,3.0,2.5,2920,34527,1.0,0,4,9,1800,1120,1954
6512,20140908T000000,1240000,4.0,3.0,3330,6990,1.5,0,3,9,2330,1000,1928
6513,20141226T000000,535000,3.0,2.5,2110,8164,2.0,0,0,9,2110,0,1990
6514,20140721T000000,775000,3.0,1.0,1175,10454,1.0,0,0,6,1175,0,1949
6515,20140718T000000,255000,3.0,2.0,1590,8670,1.0,0,0,7,1590,0,1994
6516,20140811T000000,327000,2.0,1.0,1070,9750,1.0,0,0,7,1070,0,1947
6517,20141120T000000,560000,4.0,2.0,2720,8819,2.0,0,3,8,2240,480,1976
6518,20150130T000000,1339000,4.0,3.5,2980,6349,2.0,0,3,9,2980,0,1998
6519,20141204T000000,199500,3.0,1.75,1160,5200,1.0,0,0,7,1160,0,1977
6520,20141223T000000,760000,4.0,2.5,3580,97574,2.0,0,0,9,3580,0,2004
6521,20150330T000000,439000,3.0,2.25,3020,6000,3.0,0,2,8,1980,1040,1994
